id,name,type,bitwidth,num_elements,regularBins,bypassBins,totalBins,ops_total,mem,branches,loops,bins_per_weight,ops_per_bin,branches_per_bin,mem_per_bin,ops_per_weight
138,encoder.layers.encoder_layer_11.self_attention.in_proj_weight,Weight,8,1769472,9059701,3995349,13055050,146073834,19398632,42805663,5942978,7.377935338903357,11.189067372396122,3.278858602609718,1.4859102033312779,82.55221557617188
139,encoder.layers.encoder_layer_11.self_attention.in_proj_bias,Bias,12,2304,0,27650,27650,49550,3457,10371,4608,12.000868055555555,1.7920433996383363,0.37508137432188066,0.12502712477396022,21.50607638888889
140,encoder.layers.encoder_layer_11.self_attention.out_proj.weight,Weight,8,589824,3026169,1083865,4110034,47396483,6458187,14020790,1841566,6.968237982855903,11.531895599890415,3.4113562077588653,1.5713220377252353,80.35699293348524
141,encoder.layers.encoder_layer_11.self_attention.out_proj.bias,Bias,12,768,0,9217,9217,72621,1152,14862,9984,12.001302083333334,7.879027883259195,1.6124552457415644,0.12498643810350439,94.55859375
142,encoder.layers.encoder_layer_11.ln_2.weight,Weight,12,768,0,9217,9217,72789,1152,14918,9984,12.001302083333334,7.89725507214929,1.618530975371596,0.12498643810350439,94.77734375
143,encoder.layers.encoder_layer_11.ln_2.bias,Bias,12,768,0,9217,9217,73092,1152,15019,9984,12.001302083333334,7.930129109254638,1.6294889877400456,0.12498643810350439,95.171875
144,encoder.layers.encoder_layer_11.mlp.0.weight,Weight,8,2359296,12100163,5181363,17281526,195081662,25895310,57265268,7973816,7.324865553114149,11.288451147196145,3.3136696377391672,1.4984388531429458,82.68638695610895
145,encoder.layers.encoder_layer_11.mlp.0.bias,Bias,12,3072,0,36866,36866,66060,4608,13826,6144,12.000651041666666,1.791894970975967,0.37503390658058916,0.12499321868388216,21.50390625
146,encoder.layers.encoder_layer_11.mlp.3.weight,Weight,8,2359296,12061365,2924121,14985486,180168331,25653398,54233984,6463401,6.351676940917969,12.022855381533839,3.6191007752434587,1.7118829512769889,76.36529329087999
147,encoder.layers.encoder_layer_11.mlp.3.bias,Bias,12,768,0,9217,9217,72954,1152,14973,9984,12.001302083333334,7.9151567755234895,1.6244982098296625,0.12498643810350439,94.9921875
148,encoder.ln.weight,Weight,12,768,0,9217,9217,72474,1152,14813,9984,12.001302083333334,7.863079092980362,1.607138982315287,0.12498643810350439,94.3671875
149,encoder.ln.bias,Bias,12,768,0,9217,9217,72987,1152,14984,9984,12.001302083333334,7.918737116198329,1.6256916567212758,0.12498643810350439,95.03515625
150,heads.head.weight,Weight,8,768000,3944038,1971270,5915308,64266838,8447840,18520968,2578982,7.702223958333334,10.864495644182856,3.131023439523352,1.4281318910190306,83.68077864583333
